,name,year,sellingprice,kmdriven,fuel,sellertype,transmission,owner,kmdriven_sc,year_sc,sellingprice_sc
184,Hyundai i20 Asta,2009,280000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.9705625065262908,-0.387440371625389
185,Tata Nexon 1.2 Revotron XM,2018,430000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,1.1647406085416476,-0.1281410685206677
186,Mahindra Bolero Power Plus SLX,2019,800000,15000,Diesel,Individual,Manual,First Owner,-1.0981383811778638,1.401996510215863,0.5114638791376448
187,Maruti Zen D,2003,75000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,-2.394097916571583,-0.7418160858685081
188,Volkswagen Vento Celeste 1.5 TDI Highline AT,2016,650000,70000,Diesel,Individual,Automatic,First Owner,0.0811390604246878,0.6902288051932168,0.2521645760329235
189,Maruti Eeco 7 Seater Standard BSIV,2017,390000,24000,Petrol,Individual,Manual,First Owner,-0.905165708915628,0.927484706867432,-0.1972875493485934
190,Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,1.153209461881553,-1.919586113223152,-0.6985995353510546
191,Mercedes-Benz New C-Class 220 CDI AT,2013,1500000,35000,Diesel,Individual,Automatic,First Owner,-0.6693102205951177,-0.0215388998294292,1.7215272936263442
192,Maruti SX4 Zxi with Leather BSIII,2007,175000,78380,Petrol,Individual,Manual,First Owner,0.2608180597088584,-1.4450743098747214,-0.5689498837986939
193,Renault Duster 110PS Diesel RxZ,2012,434999,110000,Diesel,Individual,Manual,Second Owner,0.9387953815901798,-0.2587948015036446,-0.1194994870791977
194,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Third Owner,0.5099672210074339,-0.7333066048520753,-0.5775931939021847
195,Ford Figo Diesel Titanium,2011,190000,90000,Diesel,Individual,Manual,Third Owner,0.5099672210074339,-0.49605070317786,-0.5430199534882219
196,Maruti Swift Dzire VDi,2009,250000,150000,Diesel,Individual,Manual,Third Owner,1.796451702755672,-0.9705625065262908,-0.4393002322463333
197,Mahindra Xylo E4,2009,229999,230000,Diesel,Individual,Manual,Third Owner,3.5117643450866565,-0.9705625065262908,-0.4738752013223168
198,Maruti Esteem Vxi - BSIII,2006,140000,70000,Petrol,Individual,Manual,Third Owner,0.0811390604246878,-1.682330211548937,-0.6294530545231289
199,Maruti Swift VDI BSIV,2017,600000,80362,Diesel,Individual,Manual,First Owner,0.3033149304226085,0.927484706867432,0.1657314749980164
200,Hyundai i20 1.2 Sportz,2012,280000,110000,Petrol,Individual,Manual,Third Owner,0.9387953815901798,-0.2587948015036446,-0.387440371625389
201,Chevrolet Beat Diesel LT,2012,150000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,-0.2587948015036446,-0.6121664343161475
202,Chevrolet Cruze LTZ AT,2015,650000,50000,Diesel,Individual,Automatic,First Owner,-0.3476891001580582,0.4529729035190014,0.2521645760329235
203,Nissan Micra XL,2014,210000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,0.2157170018447861,-0.5084467130742589
204,BMW 5 Series 520d Luxury Line,2017,2900000,40000,Diesel,Individual,Automatic,First Owner,-0.5621031804494312,0.927484706867432,4.141654122603743
205,Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000,20000,Diesel,Dealer,Manual,First Owner,-0.9909313410321772,-0.0215388998294292,-0.1367843786241584
206,Hyundai EON Era Plus Option,2014,265000,55000,Petrol,Dealer,Manual,First Owner,-0.2404820600123716,0.2157170018447861,-0.4133703019358611
207,Fiat Linea T Jet Emotion,2018,890000,1136,Petrol,Dealer,Manual,First Owner,-1.3954020620938232,1.1647406085416476,0.6670434610004776
208,Renault Scala RxL,2013,365000,55000,Petrol,Dealer,Manual,First Owner,-0.2404820600123716,-0.0215388998294292,-0.2405040998660469
209,Ford Figo Petrol Titanium,2014,350000,43000,Petrol,Dealer,Manual,First Owner,-0.4977789563620193,0.2157170018447861,-0.266434030176519
210,Maruti Ciaz ZDi SHVS,2016,685000,60000,Diesel,Individual,Manual,First Owner,-0.1332750198666852,0.6902288051932168,0.3126677467573585
211,Skoda Rapid 1.5 TDI Ambition BSIV,2018,940000,2650,Diesel,Dealer,Manual,First Owner,-1.3629397703377093,1.1647406085416476,0.7534765620353847
212,Mahindra XUV500 W6 2WD,2017,1000000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.927484706867432,0.8571962832772733
213,Mahindra XUV300 W8 Option,2019,1150000,15000,Petrol,Dealer,Manual,First Owner,-1.0981383811778638,1.401996510215863,1.1164955863819943
214,Maruti Ertiga SHVS ZDI,2016,450000,115962,Diesel,Individual,Manual,Second Owner,1.0666290562598966,0.6902288051932168,-0.0935678281067048
215,Nissan Terrano XE D,2015,590000,65000,Diesel,Dealer,Manual,First Owner,-0.0260679797209986,0.4529729035190014,0.148444854791035
216,Maruti S-Cross Facelift,2017,800000,40000,Diesel,Individual,Manual,First Owner,-0.5621031804494312,0.927484706867432,0.5114638791376448
217,Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000,58000,Diesel,Dealer,Manual,First Owner,-0.1761578359249598,-0.2587948015036446,-0.2059308594520841
218,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000,15000,Diesel,Individual,Automatic,First Owner,-1.0981383811778638,-0.0215388998294292,2.585858303975415
219,Hyundai EON Era Plus,2012,235000,54000,Petrol,Dealer,Manual,First Owner,-0.261923468041509,-0.2587948015036446,-0.4652301625568054
220,Volkswagen Ameo 1.5 TDI Highline,2017,640000,56000,Diesel,Dealer,Manual,First Owner,-0.2190406519832343,0.927484706867432,0.2348779558259421
221,Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,Third Owner,1.153209461881553,-1.682330211548937,-0.7815753123445655
222,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second Owner,0.5099672210074339,-0.9705625065262908,-0.7331727757650174
223,Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,Second Owner,0.0811390604246878,-0.2587948015036446,-0.6294530545231289
224,Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-1.207818408200506,-0.6640262949370918
225,Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner,3.1472604085913223,-1.207818408200506,-0.7158878842200567
226,Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.2587948015036446,-0.5603065736952032
227,Mahindra Scorpio S11 BSIV,2017,1500000,20000,Diesel,Individual,Manual,First Owner,-0.9909313410321772,0.927484706867432,1.7215272936263442
228,Hyundai i20 Active 1.2 SX,2017,700000,10000,Petrol,Individual,Manual,First Owner,-1.2053454213235502,0.927484706867432,0.3385976770678306
229,Maruti SX4 Celebration Diesel,2012,285000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.2587948015036446,-0.3787970615218983
230,Hyundai Grand i10 Magna,2015,390000,90000,Petrol,Individual,Manual,First Owner,0.5099672210074339,0.4529729035190014,-0.1972875493485934
231,Maruti Alto LXi BSIII,2008,125000,80000,Petrol,Individual,Manual,First Owner,0.2955531407160608,-1.207818408200506,-0.655382984833601
232,Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,Petrol,Individual,Manual,Second Owner,-0.1332750198666852,-1.207818408200506,-0.4825167827637868
233,Hyundai i10 Era,2011,175000,139000,Petrol,Individual,Manual,Second Owner,1.5605962144351615,-0.49605070317786,-0.5689498837986939
234,Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,Diesel,Individual,Manual,Second Owner,2.010865783047045,-0.49605070317786,0.9868459348296338
235,Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,1.796451702755672,0.2157170018447861,-0.3528671312114262
236,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,Diesel,Individual,Manual,Fourth & Above Owner,2.0751900071344567,-0.7333066048520753,0.3385976770678306
237,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Dealer,Manual,First Owner,1.153209461881553,-0.9705625065262908,-0.715886155558036
238,Tata Indica Vista TDI LS,2011,120000,120000,Diesel,Individual,Manual,Second Owner,1.153209461881553,-0.49605070317786,-0.6640262949370918
239,Chevrolet Beat Diesel LS,2012,220000,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,-0.2587948015036446,-0.4911600928672776
240,Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,Diesel,Dealer,Manual,First Owner,1.582037622464299,0.4529729035190014,-0.3528671312114262
241,Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,Diesel,Dealer,Manual,Second Owner,0.4456429969200219,-0.7333066048520753,-0.5603065736952032
242,Maruti 800 Std,2013,170000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,-0.0215388998294292,-0.5775931939021847
243,Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,0.4529729035190014,-0.3528671312114262
244,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.2157170018447861,0.9436293843121802
245,Honda Mobilio V i DTEC,2014,300000,150000,Diesel,Individual,Manual,First Owner,1.796451702755672,0.2157170018447861,-0.3528671312114262
246,Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,Diesel,Individual,Manual,First Owner,-0.8837243008864907,1.1647406085416476,-0.0676378977962327
247,Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner,0.2955531407160608,-0.49605070317786,-0.6467396747301103
248,Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner,-1.2053454213235502,1.1647406085416476,-0.1194994870791977
249,Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,Petrol,Individual,Manual,First Owner,-0.7336344446825296,1.1647406085416476,-0.0071347270717977
250,Maruti Omni MPI STD BSIV,2018,200000,10000,Petrol,Individual,Manual,First Owner,-1.2053454213235502,1.1647406085416476,-0.5257333332812404
251,Maruti Baleno Alpha 1.2,2017,625000,52000,Petrol,Dealer,Manual,First Owner,-0.3048062840997836,0.927484706867432,0.2089480255154699
252,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner,1.153209461881553,-1.682330211548937,-0.6813129151440732
253,Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,Petrol,Individual,Manual,First Owner,-1.17875807536742,1.401996510215863,0.5114638791376448
254,Hyundai Grand i10 CRDi Magna,2017,490000,66000,Diesel,Dealer,Manual,First Owner,-0.0046265716918613,0.927484706867432,-0.0244213472787791
255,Maruti Ertiga SHVS ZDI,2017,880000,64000,Diesel,Dealer,Manual,First Owner,-0.0475093877501359,0.927484706867432,0.6497568407934962
256,Hyundai Santro Xing GL Plus,2013,290000,49000,Petrol,Individual,Manual,First Owner,-0.3691305081871955,-0.0215388998294292,-0.3701537514184076
257,Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,Diesel,Individual,Manual,Second Owner,0.7243813012988068,-1.682330211548937,-0.670942671681905
258,Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner,-0.8515621888427848,1.1647406085416476,-0.2491474099695376
259,Maruti 800 AC,2002,65000,100000,Petrol,Individual,Manual,Second Owner,0.7243813012988068,-2.631353818245798,-0.7591027060754896
260,Maruti Vitara Brezza LDi Option,2017,685000,72000,Diesel,Dealer,Manual,First Owner,0.1240218764829624,0.927484706867432,0.3126677467573585
261,Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.9705625065262908,-0.3528671312114262
262,Hyundai i20 1.4 Sportz,2017,680000,44000,Diesel,Dealer,Manual,First Owner,-0.476337548332882,0.927484706867432,0.3040244366538678
263,Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,Diesel,Individual,Manual,Second Owner,-0.1332750198666852,0.927484706867432,0.8571962832772733
264,Tata Sumo SE Plus BSIII,2002,100000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-2.631353818245798,-0.6985995353510546
265,Mahindra Xylo E4,2010,160000,130000,Diesel,Individual,Manual,First Owner,1.367623542172926,-0.7333066048520753,-0.594879814109166
266,Maruti Swift ZDi BSIV,2017,450000,70000,Diesel,Individual,Manual,First Owner,0.0811390604246878,0.927484706867432,-0.0935678281067048
267,Maruti Ertiga VXI,2014,600000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.2157170018447861,0.1657314749980164
268,Hyundai i20 1.4 Magna ABS,2009,180000,60000,Diesel,Individual,Manual,Second Owner,-0.1332750198666852,-0.9705625065262908,-0.5603065736952032
269,Maruti Alto LXi,2007,100000,195000,Petrol,Individual,Manual,First Owner,2.7613150640668507,-1.4450743098747214,-0.6985995353510546
270,Maruti Alto LXi,2010,120000,90000,Petrol,Individual,Manual,Second Owner,0.5099672210074339,-0.7333066048520753,-0.6640262949370918
271,Hyundai Getz GL,2006,130000,80000,Petrol,Individual,Manual,Third Owner,0.2955531407160608,-1.682330211548937,-0.6467396747301103
272,Maruti Wagon R LX BS IV,2011,160000,155000,Petrol,Individual,Manual,First Owner,1.9036587429013585,-0.49605070317786,-0.594879814109166
273,Mahindra Bolero Power Plus SLX,2019,860000,35000,Diesel,Individual,Manual,First Owner,-0.6693102205951177,1.401996510215863,0.6151836003795333
274,Hyundai i20 1.2 Spotz,2018,650000,20000,Petrol,Individual,Manual,Second Owner,-0.9909313410321772,1.1647406085416476,0.2521645760329235
275,Maruti Wagon R LXI Minor,2010,100000,80000,Petrol,Individual,Manual,Second Owner,0.2955531407160608,-0.7333066048520753,-0.6985995353510546
276,Maruti Alto 800 VXI,2017,282000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.927484706867432,-0.3839830475839927
277,Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.9705625065262908,-0.3528671312114262
278,Hyundai i20 Asta,2010,270000,110000,Petrol,Individual,Manual,Second Owner,0.9387953815901798,-0.7333066048520753,-0.4047269918323704
279,Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,Diesel,Individual,Manual,First Owner,-0.7979586687699415,-0.0215388998294292,0.0792983739631093
280,Mahindra Xylo D2 BSIV,2013,450000,120000,Diesel,Individual,Manual,First Owner,1.153209461881553,-0.0215388998294292,-0.0935678281067048
281,Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,Diesel,Individual,Manual,Second Owner,0.0811390604246878,-0.49605070317786,-0.1281410685206677
282,Maruti Ertiga VXI ABS,2013,350000,40000,Petrol,Individual,Manual,First Owner,-0.5621031804494312,-0.0215388998294292,-0.266434030176519
283,Honda Brio 1.2 E MT,2017,350000,20000,Petrol,Individual,Manual,First Owner,-0.9909313410321772,0.927484706867432,-0.266434030176519
284,Toyota Etios Liva G,2013,229999,50000,Petrol,Individual,Manual,Second Owner,-0.3476891001580582,-0.0215388998294292,-0.4738752013223168
285,Maruti Alto 800 LXI,2013,110000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.0215388998294292,-0.6813129151440732
286,Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,Petrol,Individual,Manual,Second Owner,-0.3691305081871955,-0.2587948015036446,-0.1886442392451026
287,Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,Diesel,Individual,Automatic,Second Owner,0.0811390604246878,-0.49605070317786,0.2521645760329235
288,Mahindra Bolero SLX,2011,350000,90000,Diesel,Individual,Manual,Second Owner,0.5099672210074339,-0.49605070317786,-0.266434030176519
289,Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner,-0.8837243008864907,1.6392524118900782,1.54866109155653
290,Tata Tiago 1.2 Revotron XZ,2018,360000,4000,Petrol,Individual,Manual,First Owner,-1.333993869498374,1.1647406085416476,-0.2491474099695376
291,Mahindra Marazzo M8 8Str,2018,1300000,10000,Diesel,Individual,Manual,First Owner,-1.2053454213235502,1.1647406085416476,1.3757948894867158
292,Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner,-1.0981383811778638,0.4529729035190014,0.5114638791376448
293,Hyundai EON Magna Plus,2018,229999,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,1.1647406085416476,-0.4738752013223168
294,Maruti Wagon R VXI,2014,315000,41000,Petrol,Dealer,Manual,First Owner,-0.5406617724202939,0.2157170018447861,-0.3269372009009541
295,Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,-0.8194000767990788,-0.2587948015036446,-0.655382984833601
296,Maruti Baleno Alpha,2019,700000,16000,Petrol,Individual,Manual,First Owner,-1.0766969731487264,1.401996510215863,0.3385976770678306
297,Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,Petrol,Individual,Manual,First Owner,0.0811390604246878,0.4529729035190014,-0.594879814109166
298,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner,-1.187506169843308,0.927484706867432,0.0447251335491464
299,Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner,-1.1049781903391585,1.1647406085416476,0.2072193634947718
300,Hyundai i10 Era,2009,250000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,-0.9705625065262908,-0.4393002322463333
301,Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner,-0.3262476921289209,0.6902288051932168,0.1398015446875443
302,Hyundai Verna 1.4 VTVT,2015,500000,25000,Petrol,Individual,Manual,First Owner,-0.8837243008864907,0.4529729035190014,-0.0071347270717977
303,Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner,-0.7765172607408042,0.2157170018447861,-0.266434030176519
304,Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner,0.2955531407160608,0.2157170018447861,-0.0157780371752884
305,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner,-0.3476891001580582,0.927484706867432,-0.0071347270717977
306,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,Diesel,Individual,Manual,First Owner,2.8685221042125373,0.4529729035190014,-0.1281410685206677
307,Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,Petrol,Dealer,Manual,First Owner,-0.476337548332882,-0.0215388998294292,-0.2750773402800098
308,Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner,-1.2053454213235502,0.4529729035190014,-0.0071347270717977
309,Tata Tiago 1.2 Revotron XZ,2019,425000,19600,Petrol,Individual,Manual,First Owner,-0.9995079042438322,1.401996510215863,-0.1367843786241584
310,Maruti Wagon R LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,-1.919586113223152,-0.7331727757650174
311,Chevrolet Beat Diesel LS,2011,106000,50000,Diesel,Individual,Manual,First Owner,-0.3476891001580582,-0.49605070317786,-0.6882275632268657
312,Maruti A-Star Vxi,2009,180000,46730,Petrol,Individual,Manual,First Owner,-0.4178025044133371,-0.9705625065262908,-0.5603065736952032
313,Datsun GO A,2015,250000,40000,Petrol,Individual,Manual,Second Owner,-0.5621031804494312,0.4529729035190014,-0.4393002322463333
